Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11,20,RL,70.0,11200,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Rec,1040,GasA,5,Y,SBrkr,1040,0,1040,1,0,1,0,3,3,5,Typ,0,0,Detchd,1965.0,Unf,1,384,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,2,2008,WD,Normal,11.771443882099636
13,20,RL,71.0,12968,Pave,No Alley,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,ALQ,912,GasA,3,Y,SBrkr,912,0,912,1,0,1,0,2,3,4,Typ,0,0,Detchd,1962.0,Unf,1,352,3,3,Y,1,0,0,0,1,0,No Fence,No Shed,9,2008,WD,Normal,11.87757552297847
14,20,RL,91.0,10652,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,4,3,PConc,4,3,3,Unf,1494,GasA,5,Y,SBrkr,1494,0,1494,0,0,2,0,3,4,7,Typ,1,4,Attchd,2006.0,RFn,3,840,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2007,New,Partial,12.540761149388421
15,20,RL,73.0,10920,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,3,3,CBlock,3,3,1,BLQ,1253,GasA,3,Y,SBrkr,1253,0,1253,1,0,1,1,2,3,5,Typ,1,2,Attchd,1960.0,RFn,1,352,3,3,Y,0,1,1,0,0,0,GdWo,No Shed,5,2008,WD,Normal,11.964007453736913
16,45,RM,51.0,6120,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,Unf,832,GasA,5,Y,FuseA,854,0,854,0,0,1,0,2,3,5,Typ,0,0,Detchd,1991.0,Unf,2,576,3,3,Y,1,1,0,0,0,0,GdPrv,No Shed,7,2007,WD,Normal,11.790564777297387
17,20,RL,73.0,11241,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,3,3,1,ALQ,1004,GasA,5,Y,SBrkr,1004,0,1004,1,0,1,0,2,3,5,Typ,1,3,Attchd,1970.0,Fin,2,480,3,3,Y,0,0,0,0,0,0,No Fence,Shed,3,2010,WD,Normal,11.91170829631447
18,90,RL,72.0,10791,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,0,No Basement,0,GasA,3,Y,SBrkr,1296,0,1296,0,0,2,0,2,3,6,Typ,0,0,CarPort,1967.0,Unf,2,516,3,3,Y,0,0,0,0,0,0,No Fence,Shed,10,2006,WD,Normal,11.407576060361786
19,20,RL,66.0,13695,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,GLQ,1114,GasA,5,Y,SBrkr,1114,0,1114,1,0,1,1,3,4,6,Typ,0,0,Detchd,2004.0,Unf,2,576,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2008,WD,Normal,11.976665770490769
20,20,RL,70.0,7560,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,LwQ,1029,GasA,3,Y,SBrkr,1339,0,1339,0,0,1,0,3,3,6,Min1,0,0,Attchd,1958.0,Unf,1,294,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,5,2009,COD,Abnorml,11.842236406331557
22,45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,Unf,637,GasA,5,Y,FuseF,1108,0,1108,0,0,1,0,3,4,6,Typ,1,4,Attchd,1930.0,Unf,1,280,3,3,N,0,0,1,0,0,0,GdPrv,No Shed,6,2007,WD,Normal,11.84510995088398
24,120,RM,44.0,4224,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,1,GLQ,1040,GasA,3,Y,SBrkr,1060,0,1060,1,0,1,0,3,3,6,Typ,1,3,Attchd,1976.0,Unf,2,572,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,11.774527900858466
25,20,RL,71.0,8246,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3,3,2,Rec,1060,GasA,5,Y,SBrkr,1060,0,1060,1,0,1,0,3,4,6,Typ,1,3,Attchd,1968.0,Unf,1,270,3,3,Y,1,1,0,0,0,0,MnPrv,No Shed,5,2010,WD,Normal,11.944714374881176
26,20,RL,110.0,14230,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4,3,1,Unf,1566,GasA,5,Y,SBrkr,1600,0,1600,0,0,2,0,3,4,7,Typ,1,4,Attchd,2007.0,RFn,3,890,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,12.454107814022274
27,20,RL,60.0,7200,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,BLQ,900,GasA,3,Y,SBrkr,900,0,900,0,1,1,0,3,4,5,Typ,0,0,Detchd,2005.0,Unf,2,576,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.811554895830454
28,20,RL,98.0,11478,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5,3,1,GLQ,1704,GasA,5,Y,SBrkr,1704,0,1704,1,0,2,0,3,4,7,Typ,1,4,Attchd,2008.0,RFn,3,772,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,12.631343648903036
29,20,RL,47.0,16321,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,4,BLQ,1484,GasA,3,Y,SBrkr,1600,0,1600,1,0,1,0,2,3,6,Typ,2,4,Attchd,1957.0,RFn,1,319,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,12,2006,WD,Normal,12.242891437918384
30,30,RM,60.0,6324,Pave,No Alley,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,520,GasA,2,N,SBrkr,520,0,520,0,0,1,0,1,2,4,Typ,0,0,Detchd,1920.0,Unf,1,240,2,3,Y,1,0,1,0,0,0,No Fence,No Shed,5,2008,WD,Normal,11.134603622683905
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,3,2,BrkTil,3,3,1,Unf,649,GasA,3,N,SBrkr,649,668,1317,0,0,1,0,3,3,6,Typ,0,0,Detchd,1920.0,Unf,1,250,3,2,N,0,1,1,0,0,0,MnPrv,No Shed,7,2008,WD,Normal,10.59665973278358
32,20,RL,71.0,8544,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Unf,1228,GasA,4,Y,SBrkr,1228,0,1228,0,0,1,1,3,4,6,Typ,0,0,Attchd,1966.0,Unf,1,271,3,3,Y,0,1,0,0,0,0,MnPrv,No Shed,6,2008,WD,Normal,11.914054519303123
33,20,RL,85.0,11049,Pave,No Alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,3,Unf,1234,GasA,5,Y,SBrkr,1234,0,1234,0,0,2,0,3,4,7,Typ,0,0,Attchd,2007.0,RFn,2,484,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,1,2008,WD,Normal,12.100161978566868
34,20,RL,70.0,10552,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,Rec,1398,GasA,4,Y,SBrkr,1700,0,1700,0,1,1,1,4,4,6,Typ,1,4,Attchd,1959.0,RFn,2,447,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.016732516077072
35,120,RL,60.0,7313,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,5,3,PConc,5,3,1,GLQ,1561,GasA,5,Y,SBrkr,1561,0,1561,1,0,2,0,2,5,6,Typ,1,4,Attchd,2005.0,Fin,2,556,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Normal,12.533579815765734
37,20,RL,112.0,10859,Pave,No Alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,1097,GasA,5,Y,SBrkr,1097,0,1097,0,0,1,1,3,3,6,Typ,0,0,Attchd,1995.0,Unf,2,672,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,11.884495917930655
38,20,RL,74.0,8532,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,3,3,CBlock,3,3,1,Rec,1297,GasA,4,Y,SBrkr,1297,0,1297,0,1,1,0,3,3,5,Typ,1,3,Attchd,1954.0,Fin,2,498,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,11.938199736300927
39,20,RL,68.0,7922,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,GLQ,1057,GasA,3,Y,SBrkr,1057,0,1057,1,0,1,0,3,4,5,Typ,0,0,Detchd,1953.0,Unf,1,246,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,1,2010,WD,Abnorml,11.599112335481124
40,90,RL,65.0,6040,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,0,0,0,No Basement,0,GasA,3,N,FuseP,1152,0,1152,0,0,2,0,2,2,6,Typ,0,0,No Garage,1978.5061638868744,No Garage,0,0,0,0,N,0,0,0,0,0,0,No Fence,No Shed,6,2008,WD,AdjLand,11.314486721293981
41,20,RL,84.0,8658,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,3,3,CBlock,3,3,1,Rec,1088,GasA,5,Y,SBrkr,1324,0,1324,0,0,2,0,3,3,6,Typ,1,3,Attchd,1965.0,RFn,2,440,3,3,Y,0,1,0,0,0,0,GdWo,No Shed,12,2006,WD,Abnorml,11.98293534419643
43,85,RL,66.5,9180,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,ALQ,840,GasA,4,Y,SBrkr,884,0,884,1,0,1,0,2,4,5,Typ,0,0,Attchd,1983.0,RFn,2,504,3,4,Y,1,0,0,0,0,0,MnPrv,No Shed,12,2007,WD,Normal,11.87757552297847
44,20,RL,70.0,9200,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,3,LwQ,938,GasA,3,Y,SBrkr,938,0,938,1,0,1,0,3,3,5,Typ,0,0,Detchd,1977.0,Unf,1,308,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,7,2008,WD,Normal,11.777218637129328
45,20,RL,70.0,7945,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,ALQ,1150,GasA,5,Y,FuseA,1150,0,1150,1,0,1,0,3,3,6,Typ,0,0,Attchd,1959.0,RFn,1,300,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.856522261533735
47,50,RL,48.0,12822,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,GLQ,1434,GasA,5,Y,SBrkr,1518,631,2149,1,0,1,1,1,4,6,Typ,1,5,Attchd,2003.0,RFn,2,670,3,3,Y,1,1,0,0,1,0,No Fence,No Shed,8,2009,WD,Abnorml,12.387089184491993
48,20,FV,84.0,11096,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,1656,GasA,5,Y,SBrkr,1656,0,1656,0,0,2,0,3,4,7,Typ,0,0,Attchd,2006.0,RFn,3,826,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.428019481065615
49,190,RM,33.0,4456,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,736,GasA,4,Y,SBrkr,736,716,1452,0,0,2,0,2,3,8,Typ,0,0,No Garage,1978.5061638868744,No Garage,0,0,0,0,N,0,0,1,0,0,0,No Fence,No Shed,6,2009,New,Partial,11.635151947212842
50,20,RL,66.0,7742,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,BLQ,955,GasA,5,Y,SBrkr,955,0,955,1,0,1,0,3,3,6,Typ,0,0,Attchd,1966.0,Unf,1,386,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,1,2007,WD,Normal,11.751950239425476
51,60,RL,65.0,13869,Pave,No Alley,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,GLQ,794,GasA,4,Y,SBrkr,794,676,1470,0,1,2,0,3,3,6,Typ,0,0,Attchd,1997.0,Fin,2,388,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.08391066125752
52,50,RM,52.0,6240,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,Unf,816,GasA,3,Y,SBrkr,816,0,1176,0,0,1,0,3,3,6,Typ,1,4,Detchd,1985.0,Unf,2,528,3,3,Y,1,0,0,0,0,0,MnPrv,Shed,9,2006,WD,Normal,11.648338835562749
53,90,RM,110.0,8472,Grvl,No Alley,IR2,Bnk,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,3,4,LwQ,816,GasA,3,N,SBrkr,816,0,816,1,0,1,0,2,3,5,Typ,0,0,CarPort,1963.0,Unf,2,516,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.608244735642321
55,80,RL,60.0,7134,Pave,No Alley,Reg,Bnk,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,ALQ,384,GasA,3,Y,SBrkr,1360,0,1360,0,0,1,0,3,3,6,Min1,1,3,Detchd,1962.0,Unf,2,572,3,3,Y,0,1,0,0,0,0,MnPrv,No Shed,2,2007,WD,Normal,11.775297421715827
56,20,RL,100.0,10175,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,1,BLQ,1425,GasA,4,Y,SBrkr,1425,0,1425,0,0,2,0,3,3,7,Typ,1,4,Attchd,1964.0,RFn,2,576,3,3,Y,0,0,0,1,0,0,No Fence,No Shed,7,2008,WD,Normal,12.103491596905933
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,GLQ,970,GasA,5,Y,SBrkr,983,756,1739,1,0,2,1,3,4,7,Typ,0,0,Attchd,1999.0,Fin,2,480,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,8,2009,WD,Abnorml,12.058158312538195
58,60,RL,89.0,11645,Pave,No Alley,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,860,GasA,5,Y,SBrkr,860,860,1720,0,0,2,1,3,4,7,Typ,0,0,Attchd,2004.0,RFn,2,565,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,8,2006,WD,Normal,12.188422799337028
60,20,RL,60.0,7200,Pave,No Alley,Reg,Bnk,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,ALQ,780,GasA,5,Y,SBrkr,780,0,780,0,0,1,0,2,3,4,Typ,0,0,Detchd,1973.0,Unf,1,352,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,1,2008,WD,Normal,11.73527670248674
61,20,RL,63.0,13072,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,ALQ,1158,GasA,5,Y,SBrkr,1158,0,1158,1,0,1,1,3,4,5,Typ,0,0,Detchd,2006.0,Unf,2,576,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,5,2006,New,Partial,11.970356641103
62,75,RM,60.0,7200,Pave,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,Unf,530,GasA,3,N,SBrkr,581,530,1111,0,0,1,0,3,2,6,Typ,0,0,Detchd,1935.0,Unf,1,288,3,3,N,0,0,1,0,0,0,No Fence,No Shed,3,2007,WD,Normal,11.522885696764481
63,120,RL,44.0,6442,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,2,GLQ,1370,GasA,5,Y,SBrkr,1370,0,1370,0,0,2,0,2,4,6,Typ,1,4,Attchd,2006.0,RFn,2,484,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2007,WD,Normal,12.218500103788145
