Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
15,20,RL,0.12488026938327391,0.04040670837647803,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.0718361142830625,-0.5171998069472892,-0.3731981873382459,-1.2048332930565355,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.6026634032099205,-0.6896039310341728,-0.23811236115234577,CBlock,-0.5581525915794703,0.11788424330394001,-0.5905546548144703,BLQ,0.4459429773881597,GasA,-1.19395194172288,Y,SBrkr,0.23385183863645184,-0.7951632272572403,-0.4996449685678709,1.1078101491462289,-0.241061035799301,-1.0260408358133,1.2275853765130227,-1.0624645274102424,-0.7710908429952176,-0.9341297841456602,Typ,0.6004949339126304,0.09648219668315916,Attchd,-0.7715285017415765,RFn,-1.026857651426587,-0.5660376491611849,0.26254202292023515,0.26561805424588236,Y,0,1,1,0,0,0,GdWo,No Shed,-0.4891100509377906,0.13877748894979391,WD,Normal,11.964007453736913
16,45,RM,-0.856201851832514,-0.4406590396088617,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,0.6514792433257058,2.1796277578492917,-1.3999412399751103,0.7817610470262236,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5707501337786407,-0.6896039310341728,-0.23811236115234577,BrkTil,-0.5581525915794703,0.11788424330394001,-0.5905546548144703,Unf,-0.5140277106983525,GasA,0.8911794397548771,Y,FuseA,-0.7986090358133463,-0.7951632272572403,-1.2592103617977954,-0.8199643654586509,-0.241061035799301,-1.0260408358133,-0.7616206719986456,-1.0624645274102424,-0.7710908429952176,-0.9341297841456602,Typ,-0.9512264882332819,-1.0083335457279188,Detchd,0.520872435599757,Unf,0.31172464418307116,0.4820057451561994,0.26254202292023515,0.26561805424588236,Y,1,1,0,0,0,0,GdPrv,No Shed,0.2508906478903694,-0.6144386220786338,WD,Normal,11.790564777297387
17,20,RL,0.12488026938327391,0.07257798027299762,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.0718361142830625,1.2806852362504315,-0.041990751003773495,-0.7202980881583017,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.4255443787588169,-0.6896039310341728,-0.23811236115234577,CBlock,-0.5581525915794703,0.11788424330394001,-0.5905546548144703,ALQ,-0.12183065998367293,GasA,0.8911794397548771,Y,SBrkr,-0.41046584992996354,-0.7951632272572403,-0.9736594620872976,1.1078101491462289,-0.241061035799301,-1.0260408358133,-0.7616206719986456,-1.0624645274102424,-0.7710908429952176,-0.9341297841456602,Typ,0.6004949339126304,0.6488900678886982,Attchd,-0.3546249735669528,Fin,0.31172464418307116,0.032844290448748974,0.26254202292023515,0.26561805424588236,Y,0,0,0,0,0,0,No Fence,Shed,-1.2291107497659506,1.6452097110066493,WD,Normal,11.91170829631447
18,90,RL,0.08028562750982901,0.027478066399372024,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,-1.5184668295005992,-0.5171998069472892,-0.14135298190411522,-0.8656586496277718,Gable,CompShg,MetalSd,MetalSd,None,-0.5707501337786407,-0.6896039310341728,-0.23811236115234577,Slab,-3.982113867655212,-5.317199816393511,-1.527739215715695,No Basement,-2.4111669327600582,GasA,-1.19395194172288,Y,SBrkr,0.3451195519230216,-0.7951632272572403,-0.4177870439841948,-0.8199643654586509,-0.241061035799301,0.7897405221108432,-0.7616206719986456,-1.0624645274102424,-0.7710908429952176,-0.3186832657103426,Typ,-0.9512264882332819,-1.0083335457279188,CarPort,-0.4796960320193399,Unf,0.31172464418307116,0.2012798359640429,0.26254202292023515,0.26561805424588236,Y,0,0,0,0,0,0,No Fence,Shed,1.3608916961326094,-1.3676547331070614,WD,Normal,11.407576060361786
19,20,RL,-0.1872822237308404,0.31852284393050256,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,-0.7951514718918308,-0.5171998069472892,1.0841145325334327,0.9271216084956938,Gable,CompShg,VinylSd,VinylSd,None,-0.5707501337786407,-0.6896039310341728,-0.23811236115234577,PConc,-0.5581525915794703,0.11788424330394001,-0.5905546548144703,GLQ,0.12899303524083144,GasA,0.8911794397548771,Y,SBrkr,-0.12582751361548286,-0.7951632272572403,-0.7642554689662657,1.1078101491462289,-0.241061035799301,-1.0260408358133,1.2275853765130227,0.16377911687351593,0.735994338762503,-0.3186832657103426,Typ,-0.9512264882332819,-1.0083335457279188,Detchd,1.0628470222267679,Unf,0.31172464418307116,0.4820057451561994,0.26254202292023515,0.26561805424588236,Y,0,1,0,0,0,0,No Fence,No Shed,-0.11910970152371059,0.13877748894979391,WD,Normal,11.976665770490769
20,20,RL,-0.008903656237060804,-0.2963393152132598,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7951514718918308,0.3817427146515711,-0.4394396746051404,-0.9625656906074186,Hip,CompShg,BrkFace,Plywood,None,-0.5707501337786407,-0.6896039310341728,-0.23811236115234577,CBlock,-0.5581525915794703,0.11788424330394001,-0.5905546548144703,LwQ,-0.06482527470537648,GasA,-1.19395194172288,Y,SBrkr,0.4563872652095913,-0.7951632272572403,-0.3359291194005187,-0.8199643654586509,-0.241061035799301,-1.0260408358133,-0.7616206719986456,0.16377911687351593,-0.7710908429952176,-0.3186832657103426,Min1,-0.9512264882332819,-1.0083335457279188,Attchd,-0.8549092073765013,Unf,-1.026857651426587,-0.8374060280469362,0.26254202292023515,0.26561805424588236,Y,0,0,0,0,0,0,MnPrv,No Shed,-0.4891100509377906,0.8919935999782216,COD,Abnorml,11.842236406331557
21,60,RL,1.3735302418397313,0.37063829996224773,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.374794600934474,-0.5171998069472892,1.11723527616688,1.0240286494753406,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.5325382815782143,1.0523021923393425,-0.23811236115234577,PConc,1.7244882591376909,0.11788424330394001,1.2838144669879787,Unf,0.2293225133306332,GasA,0.8911794397548771,Y,SBrkr,-0.011972179089690577,1.99598904948282,1.6381794339313906,-0.8199643654586509,-0.241061035799301,2.6055218800349866,1.2275853765130227,1.3900227611572744,0.735994338762503,1.52765628959561,Typ,0.6004949339126304,1.201297939094237,BuiltIn,1.1045373750442304,RFn,1.6503069397927295,1.778023692593322,0.26254202292023515,0.26561805424588236,Y,1,1,0,0,0,0,No Fence,No Shed,1.7308920455466894,-1.3676547331070614,New,Partial,12.692506186542175
22,45,RM,-0.5886340005918446,-0.30746396063542075,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,0.6514792433257058,1.2806852362504315,-1.366820496341663,-1.6893684979547696,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5707501337786407,-0.6896039310341728,-0.23811236115234577,PConc,-0.5581525915794703,0.11788424330394001,-0.5905546548144703,Unf,-0.9586697158690648,GasA,0.8911794397548771,Y,FuseF,-0.14135324105081817,-0.7951632272572403,-0.7756775049546856,-0.8199643654586509,-0.241061035799301,-1.0260408358133,-0.7616206719986456,0.16377911687351593,0.735994338762503,-0.3186832657103426,Typ,0.6004949339126304,1.201297939094237,Attchd,-2.022239086265448,Unf,-1.026857651426587,-0.9029087401917728,0.26254202292023515,0.26561805424588236,N,0,0,1,0,0,0,GdPrv,No Shed,-0.11910970152371059,-0.6144386220786338,WD,Normal,11.84510995088398
23,20,RL,0.21406955313016374,-0.07765484394159076,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.374794600934474,-0.5171998069472892,1.017873045266538,0.8302145675160469,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.9845762996826125,1.0523021923393425,-0.23811236115234577,PConc,0.5831678337791103,0.11788424330394001,-0.5905546548144703,Unf,1.6407758528212533,GasA,0.8911794397548771,Y,SBrkr,1.6363425502950748,-0.7951632272572403,0.5321456157193951,-0.8199643654586509,-0.241061035799301,0.7897405221108432,-0.7616206719986456,0.16377911687351593,0.735994338762503,0.2967632527249749,Typ,0.6004949339126304,1.201297939094237,Attchd,0.9794663165918432,RFn,0.31172464418307116,0.28549760872168983,0.26254202292023515,0.26561805424588236,Y,1,1,0,0,0,0,No Fence,No Shed,0.9908913467185294,0.13877748894979391,WD,Normal,12.345838935721968
24,120,RM,-1.1683643449466283,-0.630680010063071,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,-0.7951514718918308,1.2806852362504315,0.15673371079690995,-0.4295769652193613,Gable,CompShg,CemntBd,CmentBd,None,-0.5707501337786407,-0.6896039310341728,-0.23811236115234577,PConc,0.5831678337791103,0.11788424330394001,-0.5905546548144703,GLQ,-0.039742905182926044,GasA,-1.19395194172288,Y,SBrkr,-0.26555906053350065,-0.7951632272572403,-0.867053792862045,1.1078101491462289,-0.241061035799301,-1.0260408358133,-0.7616206719986456,0.16377911687351593,-0.7710908429952176,-0.3186832657103426,Typ,0.6004949339126304,0.6488900678886982,Attchd,-0.10448285666217855,Unf,0.31172464418307116,0.46329068454338895,0.26254202292023515,0.26561805424588236,Y,1,1,0,0,0,0,No Fence,No Shed,-0.11910970152371059,-0.6144386220786338,WD,Normal,11.774527900858466
25,20,RL,0.0356909856363841,-0.22758700206368832,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7951514718918308,2.1796277578492917,-0.10823223827066798,0.7817610470262236,Gable,CompShg,Plywood,Plywood,None,-0.5707501337786407,-0.6896039310341728,2.611429010015073,CBlock,-0.5581525915794703,0.11788424330394001,0.34662990608675426,Rec,0.005861403039711117,GasA,0.8911794397548771,Y,SBrkr,-0.26555906053350065,-0.7951632272572403,-0.867053792862045,1.1078101491462289,-0.241061035799301,-1.0260408358133,-0.7616206719986456,0.16377911687351593,0.735994338762503,-0.3186832657103426,Typ,0.6004949339126304,0.6488900678886982,Attchd,-0.43800567920187755,Unf,-1.026857651426587,-0.9496963917237988,0.26254202292023515,0.26561805424588236,Y,1,1,0,0,0,0,MnPrv,No Shed,-0.4891100509377906,1.6452097110066493,WD,Normal,11.944714374881176
26,20,RL,1.7748820187007355,0.3721416304247019,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.374794600934474,-0.5171998069472892,1.1834767634337744,1.0724821699651639,Gable,CompShg,VinylSd,VinylSd,Stone,2.971630355243431,1.0523021923393425,-0.23811236115234577,PConc,0.5831678337791103,0.11788424330394001,-0.5905546548144703,Unf,1.1596504010724311,GasA,0.8911794397548771,Y,SBrkr,1.1317564086466774,-0.7951632272572403,0.16092944609574777,-0.8199643654586509,-0.241061035799301,0.7897405221108432,-0.7616206719986456,0.16377911687351593,0.735994338762503,0.2967632527249749,Typ,0.6004949339126304,1.201297939094237,Attchd,1.1879180806791552,RFn,1.6503069397927295,1.9511380032618186,0.26254202292023515,0.26561805424588236,Y,0,1,0,0,0,0,No Fence,No Shed,0.2508906478903694,0.8919935999782216,WD,Normal,12.454107814022274
27,20,RL,-0.45485007497150987,-0.3324192463121603,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7951514718918308,1.2806852362504315,-0.6712848800392711,0.7333075265364002,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5707501337786407,-0.6896039310341728,-0.23811236115234577,CBlock,-0.5581525915794703,0.11788424330394001,0.34662990608675426,BLQ,-0.35897306274138613,GasA,-1.19395194172288,Y,SBrkr,-0.6795784588091089,-0.7951632272572403,-1.1716414192199096,-0.8199643654586509,3.9488093483314066,-1.0260408358133,-0.7616206719986456,0.16377911687351593,0.735994338762503,-0.9341297841456602,Typ,-0.9512264882332819,-1.0083335457279188,Detchd,1.1045373750442304,Unf,0.31172464418307116,0.4820057451561994,0.26254202292023515,0.26561805424588236,Y,1,1,0,0,0,0,No Fence,No Shed,-0.4891100509377906,1.6452097110066493,WD,Normal,11.811554895830454
