Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,CarCapacity
11,20,RL,0.026641943684549977,0.13846481370248728,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7730950355661109,-0.5072951451971073,-0.20782016719640242,-0.9211822137405417,Hip,CompShg,HdBoard,HdBoard,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,Rec,GasA,0.8864324854613843,Y,SBrkr,0.1696312403087172,-0.7710975407421286,Typ,-0.9246099128032205,0.0010438362450237396,Detchd,Unf,0.15350177661026912,0.12758014784646965,Y,0,0,0,0,0,0,No Fence,No Shed,2,0.15747704540377266,WD,Normal,11.771443882099636,-0.5919892494310323,-0.2688159335784462,-0.8082701090392603
12,60,RL,0.7339673559833133,0.23169002149666537,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.0715044896209935,-0.5072951451971073,1.1129526929239253,1.041340697731075,Hip,CompShg,WdShing,Wd Shng,Stone,1.0393841194336946,2.7710916703252066,-0.2301713547281521,PConc,2.0700258811381596,-0.009719039964690408,-0.648011920493013,GLQ,GasA,0.8864324854613843,Y,SBrkr,1.3849744755426716,2.2541346702603122,Typ,2.179779846245937,1.0156526664083174,BuiltIn,Fin,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,No Fence,No Shed,7,-1.3630629029319814,New,Partial,12.75130259456002,1.224864923155912,2.2098157259148317,1.666509627443486
13,20,RL,0.12095199865771841,0.36611974102307693,Pave,No Alley,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7730950355661109,0.3908667512174432,-0.3068781317054271,-1.0647814511652944,Hip,CompShg,HdBoard,Plywood,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,ALQ,GasA,-1.2014811878870781,Y,SBrkr,-1.0457119949252371,-0.7710975407421286,Typ,-0.9246099128032205,0.0010438362450237396,Detchd,Unf,0.15350177661026912,0.12758014784646965,Y,1,0,0,0,1,0,No Fence,No Shed,9,0.15747704540377266,WD,Normal,11.87757552297847,-0.91976561883361,-0.2688159335784462,-0.8516872973986068
14,20,RL,1.0168975209028186,0.06790208736103755,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6492047270274413,-0.5072951451971073,1.1459720144269336,1.0892071102059928,Gable,CompShg,VinylSd,VinylSd,Stone,1.1517293529398969,1.0437502187073568,-0.2301713547281521,PConc,0.6166689300833411,-0.009719039964690408,1.2910327188036486,Unf,GasA,0.8864324854613843,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,0.6275849667213581,1.0156526664083174,Attchd,RFn,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,No Fence,No Shed,8,-0.6027929287641044,New,Partial,12.540761149388421,0.5705925607937354,-0.2688159335784462,2.0898272139471135
15,20,RL,0.16810702614430262,0.10241086593678303,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.06194515426933483,-0.5072951451971073,-0.3729167747114434,-1.1605142761151297,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.6237067554607452,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,BLQ,GasA,-1.2014811878870781,Y,SBrkr,-1.0457119949252371,-0.7710975407421286,Typ,0.6275849667213581,-2.6272183190162983,Attchd,RFn,0.15350177661026912,0.12758014784646965,Y,0,1,1,0,0,0,GdWo,No Shed,5,0.15747704540377266,WD,Normal,11.964007453736913,-0.04654888472205539,0.3508419812948732,-0.8516872973986068
16,45,RM,-0.8693035785605501,-0.5156568100467183,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,0.6492047270274413,2.187190544046545,-1.3965157413046976,0.8020086353564878,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,BrkTil,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,Unf,GasA,0.8864324854613843,Y,FuseA,-1.0457119949252371,-0.7710975407421286,Typ,-0.9246099128032205,0.0010438362450237396,Detchd,Unf,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,GdPrv,No Shed,7,-0.6027929287641044,WD,Normal,11.790564777297387,-1.096457567964687,-1.508131763325085,0.23374241158505407
17,20,RL,0.16810702614430262,0.1437441417681797,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.06194515426933483,1.2890286476319939,-0.04272355968136149,-0.6818501513659545,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.44395438185082137,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,ALQ,GasA,0.8864324854613843,Y,SBrkr,-1.0457119949252371,-0.7710975407421286,Typ,0.6275849667213581,-0.8057828263039906,Attchd,Fin,0.15350177661026912,0.12758014784646965,Y,0,0,0,0,0,0,No Fence,Shed,3,1.678016993739527,WD,Normal,11.91170829631447,-0.6841763533255073,-0.2688159335784462,-0.02676071857102455
18,90,RL,0.12095199865771841,0.08580029714472645,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,-1.484244916862887,-0.5072951451971073,-0.1417815241903861,-0.825449388790707,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,Slab,0.0016295720083456344,-9.988735832023568e-06,0.0023232836983064086,No Basement,GasA,-1.2014811878870781,Y,SBrkr,-1.0457119949252371,-0.7710975407421286,Typ,-0.9246099128032205,0.0010438362450237396,CarPort,Unf,0.15350177661026912,0.12758014784646965,Y,0,0,0,0,0,0,No Fence,Shed,10,-1.3630629029319814,WD,Normal,11.407576060361786,-1.5958043807264268,-0.2688159335784462,0.07092795523750492
19,20,RL,-0.16197816626178688,0.4597312411147448,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,-0.7730950355661109,-0.5072951451971073,1.0799333714209176,0.94560787278124,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,PConc,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,GLQ,GasA,0.8864324854613843,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,-0.9246099128032205,0.0010438362450237396,Detchd,Unf,0.15350177661026912,0.12758014784646965,Y,0,1,0,0,0,0,No Fence,No Shed,6,0.15747704540377266,WD,Normal,11.976665770490769,-0.4024935358701671,0.3508419812948732,0.23374241158505407
20,20,RL,0.026641943684549977,-0.33023650725166787,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661109,0.3908667512174432,-0.43895541771745983,-0.9211822137405417,Hip,CompShg,BrkFace,Plywood,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,LwQ,GasA,-1.2014811878870781,Y,SBrkr,0.1696312403087172,-0.7710975407421286,Min1,-0.9246099128032205,0.0010438362450237396,Attchd,Unf,0.15350177661026912,0.12758014784646965,Y,0,0,0,0,0,0,MnPrv,No Shed,5,0.9177470195716496,COD,Abnorml,11.842236406331557,-0.22324083385313245,-1.508131763325085,-0.9303809512999223
21,60,RL,1.4884477957686606,0.526688572679624,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.3603546083242175,-0.5072951451971073,1.1129526929239253,1.041340697731075,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.5674067169128458,1.0437502187073568,-0.2301713547281521,PConc,2.0700258811381596,-0.009719039964690408,1.2910327188036486,Unf,GasA,0.8864324854613843,Y,SBrkr,1.3849744755426716,0.7415185647590922,Typ,0.6275849667213581,1.0156526664083174,BuiltIn,RFn,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,No Fence,No Shed,11,-1.3630629029319814,New,Partial,12.692506186542175,1.2696780986601708,1.5901578110415118,2.1427419122600675
22,45,RM,-0.5863734136410448,-0.34452932225878635,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,0.6492047270274413,1.2890286476319939,-1.3634964198016892,-1.6391784008643044,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,PConc,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,Unf,GasA,0.8864324854613843,Y,FuseF,0.1696312403087172,0.7415185647590922,Typ,0.6275849667213581,1.0156526664083174,Attchd,Unf,0.15350177661026912,0.12758014784646965,N,0,0,1,0,0,0,GdPrv,No Shed,6,-0.6027929287641044,WD,Normal,11.84510995088398,-1.0209153578289367,-1.508131763325085,-0.9493759712071361
23,20,RL,0.262417081117471,-0.04927324287750124,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.3603546083242175,-0.5072951451971073,1.013894728414901,0.8498750478314052,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.0112978110571438,1.0437502187073568,-0.2301713547281521,PConc,0.6166689300833411,-0.009719039964690408,-0.648011920493013,Unf,GasA,0.8864324854613843,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,0.6275849667213581,1.0156526664083174,Attchd,RFn,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,No Fence,No Shed,9,0.15747704540377266,WD,Normal,12.345838935721968,1.318332403493366,-0.2688159335784462,0.11977229214176965
24,120,RM,-1.19938877096664,-0.7597935420602012,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,-0.7730950355661109,1.2890286476319939,0.15539236933668768,-0.39465167651644956,Gable,CompShg,CemntBd,CmentBd,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,PConc,0.6166689300833411,-0.009719039964690408,-0.648011920493013,GLQ,GasA,-1.2014811878870781,Y,SBrkr,0.1696312403087172,-0.7710975407421286,Typ,0.6275849667213581,-0.8057828263039906,Attchd,Unf,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,No Fence,No Shed,6,-0.6027929287641044,WD,Normal,11.774527900858464,-0.5663817205714561,-0.2688159335784462,0.22288811449521742
25,20,RL,0.12095199865771841,-0.2419043352256924,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7730950355661109,2.187190544046545,-0.10876220268737787,0.8020086353564878,Gable,CompShg,Plywood,Plywood,None,-0.5671527197050004,-0.6835912329104937,2.4545473268210167,CBlock,-0.8366880209714777,-0.009719039964690408,0.3215103991553177,Rec,GasA,0.8864324854613843,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,0.6275849667213581,-0.8057828263039906,Attchd,Unf,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,MnPrv,No Shed,5,1.678016993739527,WD,Normal,11.944714374881176,-0.5407741917118796,-0.2688159335784462,-0.9629438425694318
26,20,RL,1.912843043147918,0.5286200341670725,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.3603546083242175,-0.5072951451971073,1.1789913359299418,1.0892071102059928,Gable,CompShg,VinylSd,VinylSd,Stone,3.027894752493477,1.0437502187073568,-0.2301713547281521,PConc,0.6166689300833411,-0.009719039964690408,-0.648011920493013,Unf,GasA,0.8864324854613843,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,0.6275849667213581,1.0156526664083174,Attchd,RFn,0.15350177661026912,0.12758014784646965,Y,0,1,0,0,0,0,No Fence,No Shed,7,0.9177470195716496,WD,Normal,12.454107814022276,0.7984995676439653,-0.2688159335784462,2.2933452843815503
27,20,RL,-0.44490833118129236,-0.37659158295043055,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661109,1.2890286476319939,-0.6700906682385173,0.7541422228815702,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,0.3215103991553177,BLQ,GasA,-1.2014811878870781,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,-0.9246099128032205,0.0010438362450237396,Detchd,Unf,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,No Fence,No Shed,5,1.678016993739527,WD,Normal,11.811554895830454,-0.9504946534651016,-0.8884738484517656,0.23374241158505407
28,20,RL,1.346982713308908,0.17426123326986506,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.3603546083242175,-0.5072951451971073,1.1789913359299418,1.13707352268091,Gable,CompShg,VinylSd,VinylSd,Stone,0.5562996153570237,1.0437502187073568,-0.2301713547281521,PConc,2.0700258811381596,-0.009719039964690408,-0.648011920493013,GLQ,GasA,0.8864324854613843,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,0.6275849667213581,1.0156526664083174,Attchd,RFn,0.15350177661026912,0.12758014784646965,Y,0,1,0,0,0,0,No Fence,No Shed,5,1.678016993739527,WD,Normal,12.631343648903036,1.1083506668448395,0.9704998961681925,1.8130426381562803
29,20,RL,-1.0579236885068868,0.7978657655173853,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661109,0.3908667512174432,-0.4719747392204679,0.6105429854568177,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,2.260555038451979,BLQ,GasA,-1.2014811878870781,Y,SBrkr,-1.0457119949252371,-0.7710975407421286,Typ,2.179779846245937,1.0156526664083174,Attchd,RFn,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,No Fence,No Shed,12,-1.3630629029319814,WD,Normal,12.242891437918384,0.693508699319702,-0.2688159335784462,-0.8964612728941826
30,30,RM,-0.44490833118129236,-0.48938893381741955,Pave,No Alley,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,-1.484244916862887,0.3908667512174432,-1.4625543843107138,-1.6391784008643044,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,BrkTil,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,Unf,GasA,-2.2454380245613095,N,SBrkr,-2.261055230159191,-2.2837136462433496,Typ,-0.9246099128032205,0.0010438362450237396,Detchd,Unf,-3.9160124749896883,0.12758014784646965,Y,1,0,1,0,0,0,No Fence,No Shed,5,0.15747704540377266,WD,Normal,11.134603622683905,-1.923580750129004,-1.508131763325085,-1.0036474566563194
31,70,C (all),-0.9164586060471344,-0.20919825403823222,Pave,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,-1.484244916862887,-1.4054570416116579,-1.6936896348317712,-1.6391784008643044,Gambrel,CompShg,BrkFace,BrkFace,None,-0.5671527197050004,-0.6835912329104937,-2.9148900362773222,BrkTil,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,Unf,GasA,-1.2014811878870781,N,SBrkr,0.1696312403087172,-0.7710975407421286,Typ,-0.9246099128032205,0.0010438362450237396,Detchd,Unf,0.15350177661026912,-4.215127454080629,N,0,1,1,0,0,0,MnPrv,No Shed,7,0.15747704540377266,WD,Normal,10.59665973278358,-0.7379521639306177,-1.508131763325085,-0.9900795852940234
32,20,RL,0.12095199865771841,-0.2035326336750502,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7730950355661109,0.3908667512174432,-0.17480084569339427,1.041340697731075,Gable,CompShg,HdBoard,HdBoard,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,Unf,GasA,-0.15752435121284694,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,-0.9246099128032205,0.0010438362450237396,Attchd,Unf,0.15350177661026912,0.12758014784646965,Y,0,1,0,0,0,0,MnPrv,No Shed,6,0.15747704540377266,WD,Normal,11.914054519303123,-0.11056770687099637,-0.8884738484517656,-0.9615870554332023
33,20,RL,0.7339673559833133,0.11902143472883962,Pave,No Alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.3603546083242175,-0.5072951451971073,1.1789913359299418,1.0892071102059928,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050004,1.0437502187073568,-0.2301713547281521,PConc,2.0700258811381596,-0.009719039964690408,1.2910327188036486,Unf,GasA,0.8864324854613843,Y,SBrkr,0.1696312403087172,0.7415185647590922,Typ,-0.9246099128032205,0.0010438362450237396,Attchd,RFn,0.15350177661026912,0.12758014784646965,Y,0,1,0,0,0,0,No Fence,No Shed,1,0.15747704540377266,WD,Normal,12.100161978566868,-0.09520318955525053,-0.2688159335784462,-0.015906421481187937
34,20,RL,0.026641943684549977,0.05502567744471461,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661109,-0.5072951451971073,-0.4059360962144517,-1.208380688590047,Hip,CompShg,BrkFace,BrkFace,None,-0.5671527197050004,-0.6835912329104937,-0.2301713547281521,CBlock,-0.8366880209714777,-0.009719039964690408,-0.648011920493013,Rec,GasA,-0.15752435121284694,Y,SBrkr,1.3849744755426716,0.7415185647590922,Typ,0.6275849667213581,1.0156526664083174,Attchd,RFn,0.15350177661026912,0.12758014784646965,Y,0,1,0,0,0,0,No Fence,No Shed,4,1.678016993739527,WD,Normal,12.016732516077072,0.7114339695214055,-0.2688159335784462,-0.11630866956217653
35,120,RL,-0.44490833118129236,-0.36204123974498553,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2.0715044896209935,-0.5072951451971073,1.1129526929239253,0.9934742852561576,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.8146936524212894,2.7710916703252066,-0.2301713547281521,PConc,2.0700258811381596,-0.009719039964690408,-0.648011920493013,GLQ,GasA,0.8864324854613843,Y,SBrkr,-1.0457119949252371,2.2541346702603122,Typ,0.6275849667213581,1.0156526664083174,Attchd,Fin,0.15350177661026912,0.12758014784646965,Y,1,1,0,0,0,0,No Fence,No Shed,8,-0.6027929287641044,WD,Normal,12.533579815765734,0.7421630041528973,0.9704998961681925,0.17947092613587096
