Id,RoofStyle__3,GarageYrBlt,YearBuilt,LotShape__1,Neighborhood__5,Exterior2nd__14,Neighborhood__6,Neighborhood__11,RoofStyle__2,GarageType__4,MoSold__7,Condition1__7,Neighborhood__7,Exterior2nd__13,Foundation__3,Electrical__3,Neighborhood__8,TotalBaths,LotArea,SaleType__2,HouseStyle__4,MSSubClass__1,Exterior2nd__4,Fence__1,MSSubClass__4,FireplaceQu,Neighborhood__17,GarageCond,Neighborhood__21,Condition1__6,TotalSF,TotalSF,BedroomAbvGr,TotRmsAbvGrd,GrLivArea,Exterior1st__5,LotShape__2,BldgType__1,LotConfig__4,Exterior2nd__7,Neighborhood__1,MoSold__4,BsmtQual,MSSubClass__11,LotConfig__2,BsmtFinType1__6,SaleType__4,Exterior1st__9,BldgType__3,Neighborhood__22,YearRemodAdd,Electrical__1,Condition1__2,MSZoning__4,GarageType__5,YrSold,Neighborhood__9,LotShape__3,ExterCond,MoSold__1,BsmtFinType1__5,Neighborhood__16,BsmtFinType1__3,Condition1__1,Exterior1st__3,CarCapacity,BsmtExposure,OverallQual,Exterior1st__11,HouseStyle__1,Condition1__4,BsmtFinType1__4,Condition1__5,Neighborhood__15,HeatingQC,MSSubClass__10,GarageType__3,GarageFinish__1,MasVnrType__1,Neighborhood__3,MasVnrType__3,Exterior1st__1,Foundation__4,MSSubClass__3,Neighborhood__12,SaleCondition__3,MSSubClass__8,Fence__2,Condition1__3,MSSubClass__14,MoSold__2,ExterQual,Exterior1st__2,SaleType__6,SaleType__7,Exterior2nd__8,Fireplaces,BsmtCond,Neighborhood__13,Exterior2nd__12,Electrical__2,RoofStyle__1,MoSold__5,SaleType__3,Neighborhood__18,GarageType__2,MoSold__11,SaleCondition__2,Exterior1st__6,GarageFinish__3,HouseStyle__5,Exterior2nd__1,HouseStyle__2,SaleType__5,Neighborhood__20,GarageFinish__2,Exterior2nd__2,MoSold__6,Foundation__1,LotConfig__3,MoSold__10,MSSubClass__7,BsmtFinType1__1,LotFrontage,Exterior1st__4,Foundation__2,MSSubClass__9,HouseStyle__6,Exterior2nd__3,Exterior2nd__11,Exterior2nd__10,SaleCondition__1,MSSubClass__12,BsmtFinType1__2,HouseStyle__3,Exterior2nd__6,GarageQual,MSZoning__1,OverallCond,MasVnrType__2,Exterior1st__8,Neighborhood__19,MoSold__8,MSZoning__2,Exterior1st__7,MSSubClass__5,MasVnrArea,Exterior2nd__5,KitchenQual,MoSold__3,MasVnrType__4,SaleCondition__4,MSZoning__3,BldgType__4,MSSubClass__6,GarageType__1,Neighborhood__10,MoSold__9,Neighborhood__4,Exterior2nd__9,LotConfig__1,Neighborhood__14,MSSubClass__15,BldgType__2,SaleType__1,SalePrice
11,1,-0.5270043308355433,-0.20782016719640134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.26881593357844163,0.13846481370248634,0,0,0,0,0,1,0.0010438362450509826,0,0.12758014784649002,0,1,-0.5919892494310315,-0.5919892494310315,0.16963124030871848,-0.9258163211985456,-0.9221087046212884,1,0,0,0,0,0,0,-0.8366880209714862,0,1,0,0,0,0,0,-0.9211822137405316,0,0,0,0,0.15747704540379245,0,0,-0.2301713547281457,0,1,0,0,0,0,-0.8082701090392604,-0.6480119204930129,-0.7730950355661027,0,0,0,0,0,0,0.8864324854613941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,0,0,0,0,-0.9246099128032372,-0.009719039964678251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0266419436845497,0,1,0,0,0,0,0,1,0,0,0,0,0.15350177661027742,0,-0.5072951451971113,0,0,0,0,0,0,0,-0.5671527197050025,1,-0.7710975407421373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.771443882099636
12,0,1.0819825404505758,1.1129526929239228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.209815725914792,0.23169002149666384,0,1,0,0,1,0,1.015652666408371,0,0.12758014784649002,0,0,1.2248649231559097,1.2248649231559097,1.3849744755426805,2.9098650322681268,1.6619160883058497,0,0,1,0,0,0,0,2.070025881138147,0,0,0,0,0,0,0,1.0413406977310693,1,0,0,0,-1.3630629029319734,0,0,-0.2301713547281457,0,0,0,0,0,0,1.6665096274434863,-0.6480119204930129,2.07150448962097,0,0,0,0,0,1,0.8864324854613941,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7710916703252417,0,0,0,0,2.179779846245974,-0.009719039964678251,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7339673559833122,0,0,0,0,0,0,1,0,0,1,0,0,0.15350177661027742,1,-0.5072951451971113,0,0,0,0,0,0,0,1.0393841194336992,0,2.254134670260337,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75130259456002
13,1,-0.6476783461820023,-0.3068781317054257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.26881593357844163,0.3661197410230745,0,0,0,0,0,0,0.0010438362450509826,0,0.12758014784649002,0,0,-0.9197656188336086,-0.9197656188336086,-1.0457119949252436,-1.5650965467763245,-1.179706191766673,1,0,0,0,0,0,0,-0.8366880209714862,0,1,1,1,0,0,0,-1.0647814511652829,0,0,0,0,0.15747704540379245,0,0,-0.2301713547281457,0,0,0,0,0,0,-0.8516872973986069,-0.6480119204930129,-0.7730950355661027,0,0,1,0,0,0,-1.2014811878870906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,0,0,0,0,-0.9246099128032372,-0.009719039964678251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.12095199865771802,0,1,0,0,0,0,0,1,1,0,0,1,0.15350177661027742,0,0.3908667512174463,0,0,0,0,0,0,0,-0.5671527197050025,0,-0.7710975407421373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.87757552297847
14,0,1.122207212232729,1.1459720144269312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.26881593357844163,0.0679020873610371,0,0,1,0,1,0,1.015652666408371,0,0.12758014784649002,0,0,0.5705925607937342,0.5705925607937342,0.16963124030871848,0.3527441299570118,-0.00844261740250294,0,1,0,0,0,0,0,0.6166689300833305,0,0,0,0,0,0,0,1.0892071102059864,0,0,0,0,-0.6027929287640905,0,0,-0.2301713547281457,0,0,0,1,1,0,2.0898272139471143,1.2910327188036514,0.6492047270274337,0,0,0,0,0,0,0.8864324854613941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0437502187073695,0,0,1,0,0.6275849667213683,-0.009719039964678251,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.0168975209028173,0,0,0,0,0,0,0,0,0,0,0,0,0.15350177661027742,0,-0.5072951451971113,0,0,0,1,0,0,0,1.1517293529399022,0,0.7415185647591002,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.540761149388421
15,1,-0.7281276897463081,-0.3729167747114419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3508419812948667,0.10241086593678236,0,0,0,0,0,1,-2.6272183190163396,0,0.12758014784649002,0,0,-0.04654888472205551,-0.04654888472205551,-1.0457119949252436,-0.9258163211985456,-0.4934503861684221,0,1,0,0,0,0,1,-0.8366880209714862,0,0,0,0,0,0,0,-1.1605142761151173,0,0,0,0,0.15747704540379245,0,0,-0.2301713547281457,0,0,0,0,1,0,-0.8516872973986069,-0.6480119204930129,-0.061945154269334515,0,0,0,1,0,0,-1.2014811878870906,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.6835912329105025,0,1,0,0,0.6275849667213683,-0.009719039964678251,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.1681070261443022,1,0,0,0,1,0,0,0,0,0,0,0,0.15350177661027742,0,-0.5072951451971113,0,0,0,0,0,0,0,0.6237067554607484,0,-0.7710975407421373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.964007453736913
16,0,0.5188371355004341,-1.3965157413046934,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.5081317633250584,-0.5156568100467148,0,0,0,0,0,0,0.0010438362450509826,0,0.12758014784649002,0,0,-1.0964575679646853,-1.0964575679646853,-1.0457119949252436,-0.9258163211985456,-1.2964300531294253,0,0,0,0,0,0,0,-0.8366880209714862,0,0,0,1,0,0,0,0.8020086353564838,0,0,0,0,-0.6027929287640905,0,0,-0.2301713547281457,1,0,0,0,0,0,0.23374241158505404,-0.6480119204930129,0.6492047270274337,0,0,1,0,0,0,0.8864324854613941,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.6835912329105025,1,0,0,0,-0.9246099128032372,-0.009719039964678251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8693035785605494,0,0,0,1,0,0,0,1,0,0,0,0,0.15350177661027742,0,2.1871905440465613,0,0,0,0,1,0,0,-0.5671527197050025,0,-0.7710975407421373,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,11.790564777297387
17,0,-0.32588097192477844,-0.0427235596813608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26881593357844163,0.14374414176817873,0,0,0,0,0,0,-0.8057828263039846,0,0.12758014784649002,0,1,-0.6841763533255063,-0.6841763533255063,-1.0457119949252436,-0.9258163211985456,-0.9945579978809278,0,1,0,0,0,0,0,-0.8366880209714862,0,0,1,0,0,0,0,-0.6818501513659462,0,0,0,0,1.6780169937395584,0,0,-0.2301713547281457,0,0,0,0,0,0,-0.026760718571024588,-0.6480119204930129,-0.061945154269334515,0,0,0,0,0,0,0.8864324854613941,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,1,0,0,0,0.6275849667213683,-0.009719039964678251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1681070261443022,0,1,0,0,0,0,0,1,1,0,0,0,0.15350177661027742,0,1.289028647632004,0,0,0,0,0,0,0,0.44395438185082375,0,-0.7710975407421373,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,11.91170829631447
18,0,-0.4465549872712374,-0.14178152419038514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.26881593357844163,0.08580029714472588,0,0,0,0,0,0,0.0010438362450509826,0,0.12758014784649002,0,0,-1.5958043807264242,-1.5958043807264242,-1.0457119949252436,-0.2865360956207669,-0.4069137303305195,0,0,0,0,0,0,0,0.0016295720083358985,0,1,0,1,0,0,0,-0.8254493887906975,0,0,0,1,-1.3630629029319734,0,0,-0.2301713547281457,0,0,0,0,0,0,0.07092795523750489,0.002323283698307457,-1.4842449168628709,1,0,1,1,0,0,-1.2014811878870906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,0,0,0,0,-0.9246099128032372,-9.988735820262812e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.12095199865771802,0,1,0,0,0,1,0,1,0,0,0,0,0.15350177661027742,0,-0.5072951451971113,0,0,0,0,0,0,0,-0.5671527197050025,0,-0.7710975407421373,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.407576060361786
19,0,1.0417578686684228,1.079933371420915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3508419812948667,0.4597312411147416,0,0,0,0,0,1,0.0010438362450509826,0,0.12758014784649002,0,0,-0.4024935358701666,-0.4024935358701666,0.16963124030871848,-0.2865360956207669,-0.7731851573653631,0,0,0,0,0,0,0,-0.8366880209714862,0,1,0,0,0,0,0,0.9456078727812349,0,0,0,0,0.15747704540379245,0,0,-0.2301713547281457,0,0,1,0,0,0,0.23374241158505404,-0.6480119204930129,-0.7730950355661027,0,0,0,0,0,0,0.8864324854613941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,0,0,0,0,-0.9246099128032372,-0.009719039964678251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.16197816626178696,0,0,0,0,0,0,0,1,0,0,0,0,0.15350177661027742,0,-0.5072951451971113,0,0,0,0,0,0,0,-0.5671527197050025,0,0.7415185647591002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.976665770490769
20,1,-0.8085770333106141,-0.43895541771745816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.5081317633250584,-0.33023650725166565,0,0,0,0,0,1,0.0010438362450509826,0,0.12758014784649002,0,1,-0.22324083385313226,-0.22324083385313226,0.16963124030871848,-0.2865360956207669,-0.3203770744926169,0,0,0,0,0,0,1,-0.8366880209714862,0,1,0,0,0,0,0,-0.9211822137405316,0,0,0,0,0.9177470195716754,0,0,-0.2301713547281457,0,0,0,0,0,0,-0.9303809512999224,-0.6480119204930129,-0.7730950355661027,0,0,0,1,0,0,-1.2014811878870906,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.6835912329105025,0,0,0,0,-0.9246099128032372,-0.009719039964678251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0266419436845497,0,0,0,0,0,0,0,0,0,0,0,1,0.15350177661027742,0,0.3908667512174463,1,1,0,0,0,0,0,-0.5671527197050025,0,-0.7710975407421373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.842236406331557
