Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,CarCapacity
16,45,RM,51.0,6120,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,Unf,GasA,5,Y,FuseA,854,2,3,5,Typ,0,3.4610389610389616,Detchd,1991.0,Unf,3.0,3.0,Y,1,1,0,0,0,0,GdPrv,No Shed,7,2007,WD,Normal,11.790564777297387,1686,1.0,1152
17,20,RL,73.0,11241,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,3.0,3.0,1.0,ALQ,GasA,5,Y,SBrkr,1004,2,3,5,Typ,1,3.0,Attchd,1970.0,Fin,3.0,3.0,Y,0,0,0,0,0,0,No Fence,Shed,3,2010,WD,Normal,11.91170829631447,2008,2.0,960
18,90,RL,72.0,10791,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,3.5797610681658467,3.0112438510189734,1.6736990154711673,No Basement,GasA,3,Y,SBrkr,1296,2,3,6,Typ,0,3.4610389610389616,CarPort,1967.0,Unf,3.0,3.0,Y,0,0,0,0,0,0,No Fence,Shed,10,2006,WD,Normal,11.407576060361786,1296,2.0,1032
19,20,RL,66.0,13695,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1114,3,4,6,Typ,0,3.4610389610389616,Detchd,2004.0,Unf,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,6,2008,WD,Normal,11.976665770490769,2228,2.5,1152
20,20,RL,70.0,7560,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,LwQ,GasA,3,Y,SBrkr,1339,3,3,6,Min1,0,3.4610389610389616,Attchd,1958.0,Unf,3.0,3.0,Y,0,0,0,0,0,0,MnPrv,No Shed,5,2009,COD,Abnorml,11.842236406331557,2368,1.0,294
21,60,RL,101.0,14215,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,4,3,PConc,5.0,3.0,3.0,Unf,GasA,5,Y,SBrkr,2376,4,4,9,Typ,1,4.0,BuiltIn,2005.0,RFn,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,11,2006,New,Partial,12.692506186542175,3534,3.5,2559
22,45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,Unf,GasA,5,Y,FuseF,1108,3,4,6,Typ,1,4.0,Attchd,1930.0,Unf,3.0,3.0,N,0,0,1,0,0,0,GdPrv,No Shed,6,2007,WD,Normal,11.84510995088398,1745,1.0,280
23,20,RL,75.0,9742,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1795,3,4,7,Typ,1,4.0,Attchd,2002.0,RFn,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,9,2008,WD,Normal,12.345838935721968,3572,2.0,1068
24,120,RM,44.0,4224,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,1.0,GLQ,GasA,3,Y,SBrkr,1060,3,3,6,Typ,1,3.0,Attchd,1976.0,Unf,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,6,2007,WD,Normal,11.774527900858464,2100,2.0,1144
25,20,RL,71.0,8246,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,3.0,3.0,2.0,Rec,GasA,5,Y,SBrkr,1060,3,4,6,Typ,1,3.0,Attchd,1968.0,Unf,3.0,3.0,Y,1,1,0,0,0,0,MnPrv,No Shed,5,2010,WD,Normal,11.944714374881176,2120,2.0,270
26,20,RL,110.0,14230,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1600,3,4,7,Typ,1,4.0,Attchd,2007.0,RFn,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,12.454107814022276,3166,2.0,2670
27,20,RL,60.0,7200,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,BLQ,GasA,3,Y,SBrkr,900,3,4,5,Typ,0,3.4610389610389616,Detchd,2005.0,Unf,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.811554895830454,1800,1.5,1152
28,20,RL,98.0,11478,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1704,3,4,7,Typ,1,4.0,Attchd,2008.0,RFn,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,12.631343648903036,3408,3.0,2316
29,20,RL,47.0,16321,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,4.0,BLQ,GasA,3,Y,SBrkr,1600,2,3,6,Typ,2,4.0,Attchd,1957.0,RFn,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,12,2006,WD,Normal,12.242891437918384,3084,2.0,319
30,30,RM,60.0,6324,Pave,No Alley,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,Unf,GasA,2,N,SBrkr,520,1,2,4,Typ,0,3.4610389610389616,Detchd,1920.0,Unf,2.0,3.0,Y,1,0,1,0,0,0,No Fence,No Shed,5,2008,WD,Normal,11.134603622683905,1040,1.0,240
31,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,3,2,BrkTil,3.0,3.0,1.0,Unf,GasA,3,N,SBrkr,1317,3,3,6,Typ,0,3.4610389610389616,Detchd,1920.0,Unf,3.0,2.0,N,0,1,1,0,0,0,MnPrv,No Shed,7,2008,WD,Normal,10.59665973278358,1966,1.0,250
32,20,RL,71.0,8544,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,4,Y,SBrkr,1228,3,4,6,Typ,0,3.4610389610389616,Attchd,1966.0,Unf,3.0,3.0,Y,0,1,0,0,0,0,MnPrv,No Shed,6,2008,WD,Normal,11.914054519303123,2456,1.5,271
33,20,RL,85.0,11049,Pave,No Alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,3.0,Unf,GasA,5,Y,SBrkr,1234,3,4,7,Typ,0,3.4610389610389616,Attchd,2007.0,RFn,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,1,2008,WD,Normal,12.100161978566868,2468,2.0,968
34,20,RL,70.0,10552,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,4,Y,SBrkr,1700,4,4,6,Typ,1,4.0,Attchd,1959.0,RFn,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.016732516077072,3098,2.0,894
35,120,RL,60.0,7313,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,5,3,PConc,5.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1561,2,5,6,Typ,1,4.0,Attchd,2005.0,Fin,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,8,2007,WD,Normal,12.533579815765734,3122,3.0,1112
36,60,RL,108.0,13418,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,4,3,PConc,5.0,3.0,3.0,Unf,GasA,5,Y,SBrkr,2452,4,4,9,Typ,1,4.0,BuiltIn,2004.0,Fin,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,9,2006,WD,Normal,12.641099792120599,3569,3.5,2073
37,20,RL,112.0,10859,Pave,No Alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1097,3,3,6,Typ,0,3.4610389610389616,Attchd,1995.0,Unf,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,11.884495917930655,2194,1.5,1344
38,20,RL,74.0,8532,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,4,Y,SBrkr,1297,3,3,5,Typ,1,3.0,Attchd,1954.0,Fin,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,11.938199736300929,2594,1.5,996
39,20,RL,68.0,7922,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,GLQ,GasA,3,Y,SBrkr,1057,3,4,5,Typ,0,3.4610389610389616,Detchd,1953.0,Unf,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,1,2010,WD,Abnorml,11.599112335481124,2114,2.0,246
40,90,RL,65.0,6040,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,3.5797610681658467,3.0112438510189734,1.6736990154711673,No Basement,GasA,3,N,FuseP,1152,2,2,6,Typ,0,3.4610389610389616,No Garage,1978.5061638868744,No Garage,2.975344452501813,2.9738941261783904,N,0,0,0,0,0,0,No Fence,No Shed,6,2008,WD,AdjLand,11.314486721293981,1152,2.0,0
41,20,RL,84.0,8658,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,5,Y,SBrkr,1324,3,3,6,Typ,1,3.0,Attchd,1965.0,RFn,3.0,3.0,Y,0,1,0,0,0,0,GdWo,No Shed,12,2006,WD,Abnorml,11.982935344196429,2412,2.0,880
42,20,RL,115.0,16905,Pave,No Alley,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,4.0,BLQ,GasA,4,Y,SBrkr,1328,2,3,5,Typ,2,4.0,Attchd,1959.0,RFn,3.0,3.0,P,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.04355959836804,2678,2.0,308
43,85,RL,66.5,9180,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,3.0,ALQ,GasA,4,Y,SBrkr,884,2,4,5,Typ,0,3.4610389610389616,Attchd,1983.0,RFn,3.0,4.0,Y,1,0,0,0,0,0,MnPrv,No Shed,12,2007,WD,Normal,11.87757552297847,1724,2.0,1008
44,20,RL,70.0,9200,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,3.0,LwQ,GasA,3,Y,SBrkr,938,3,3,5,Typ,0,3.4610389610389616,Detchd,1977.0,Unf,3.0,3.0,Y,1,0,0,0,0,0,MnPrv,No Shed,7,2008,WD,Normal,11.777218637129328,1876,2.0,308
45,20,RL,70.0,7945,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,ALQ,GasA,5,Y,FuseA,1150,3,3,6,Typ,0,3.4610389610389616,Attchd,1959.0,RFn,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.856522261533735,2300,2.0,300
46,120,RL,61.0,7658,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1752,2,5,6,Typ,1,4.0,Attchd,2005.0,RFn,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,2,2010,WD,Normal,12.675766851909593,3504,3.0,1152
47,50,RL,48.0,12822,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,2149,1,4,6,Typ,1,5.0,Attchd,2003.0,RFn,3.0,3.0,Y,1,1,0,0,1,0,No Fence,No Shed,8,2009,WD,Abnorml,12.387089184491993,3583,2.5,1340
48,20,FV,84.0,11096,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,1656,3,4,7,Typ,0,3.4610389610389616,Attchd,2006.0,RFn,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.428019481065615,3312,2.0,2478
49,190,RM,33.0,4456,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,Unf,GasA,4,Y,SBrkr,1452,2,3,8,Typ,0,3.4610389610389616,No Garage,1978.5061638868744,No Garage,2.975344452501813,2.9738941261783904,N,0,0,1,0,0,0,No Fence,No Shed,6,2009,New,Partial,11.635151947212842,2188,2.0,0
50,20,RL,66.0,7742,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,5,Y,SBrkr,955,3,3,6,Typ,0,3.4610389610389616,Attchd,1966.0,Unf,3.0,3.0,Y,0,0,0,0,0,0,MnPrv,No Shed,1,2007,WD,Normal,11.751950239425476,1910,2.0,386
51,60,RL,65.0,13869,Pave,No Alley,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,3.0,GLQ,GasA,4,Y,SBrkr,1470,3,3,6,Typ,0,3.4610389610389616,Attchd,1997.0,Fin,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,12.08391066125752,2264,2.5,776
52,50,RM,52.0,6240,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1176,3,3,6,Typ,1,4.0,Detchd,1985.0,Unf,3.0,3.0,Y,1,0,0,0,0,0,MnPrv,Shed,9,2006,WD,Normal,11.648338835562749,1632,1.0,1056
53,90,RM,110.0,8472,Grvl,No Alley,IR2,Bnk,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4.0,3.0,4.0,LwQ,GasA,3,N,SBrkr,816,2,3,5,Typ,0,3.4610389610389616,CarPort,1963.0,Unf,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.608244735642321,1632,2.0,1032
54,20,RL,68.0,50271,Pave,No Alley,IR1,Low,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5.0,3.0,4.0,GLQ,GasA,4,Y,SBrkr,1842,0,4,5,Typ,1,4.0,Attchd,1981.0,Fin,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,11,2006,WD,Normal,12.861001210669146,3684,2.5,2682
