Id,RoofStyle__3,LotShape__1,Neighborhood__5,Exterior2nd__14,Neighborhood__6,Neighborhood__11,RoofStyle__2,GarageType__4,MoSold__7,Condition1__7,Neighborhood__7,Exterior2nd__13,Foundation__3,Electrical__3,Neighborhood__8,SaleType__2,HouseStyle__4,MSSubClass__1,Exterior2nd__4,Fence__1,MSSubClass__4,Neighborhood__17,Neighborhood__21,Condition1__6,Exterior1st__5,LotShape__2,BldgType__1,LotConfig__4,Exterior2nd__7,Neighborhood__1,MoSold__4,MSSubClass__11,LotConfig__2,BsmtFinType1__6,SaleType__4,Exterior1st__9,BldgType__3,Neighborhood__22,Electrical__1,Condition1__2,MSZoning__4,GarageType__5,Neighborhood__9,LotShape__3,MoSold__1,BsmtFinType1__5,Neighborhood__16,BsmtFinType1__3,Condition1__1,Exterior1st__3,Exterior1st__11,HouseStyle__1,Condition1__4,BsmtFinType1__4,Condition1__5,Neighborhood__15,MSSubClass__10,GarageType__3,GarageFinish__1,MasVnrType__1,Neighborhood__3,MasVnrType__3,Exterior1st__1,Foundation__4,MSSubClass__3,Neighborhood__12,SaleCondition__3,MSSubClass__8,Fence__2,Condition1__3,MSSubClass__14,MoSold__2,Exterior1st__2,SaleType__6,SaleType__7,Exterior2nd__8,Neighborhood__13,Exterior2nd__12,Electrical__2,RoofStyle__1,MoSold__5,SaleType__3,Neighborhood__18,GarageType__2,MoSold__11,SaleCondition__2,Exterior1st__6,GarageFinish__3,HouseStyle__5,Exterior2nd__1,HouseStyle__2,SaleType__5,Neighborhood__20,GarageFinish__2,Exterior2nd__2,MoSold__6,Foundation__1,LotConfig__3,MoSold__10,MSSubClass__7,BsmtFinType1__1,Exterior1st__4,Foundation__2,MSSubClass__9,HouseStyle__6,Exterior2nd__3,Exterior2nd__11,Exterior2nd__10,SaleCondition__1,MSSubClass__12,BsmtFinType1__2,HouseStyle__3,Exterior2nd__6,MSZoning__1,MasVnrType__2,Exterior1st__8,Neighborhood__19,MoSold__8,MSZoning__2,Exterior1st__7,MSSubClass__5,Exterior2nd__5,MoSold__3,MasVnrType__4,SaleCondition__4,MSZoning__3,BldgType__4,MSSubClass__6,GarageType__1,Neighborhood__10,MoSold__9,Neighborhood__4,Exterior2nd__9,LotConfig__1,Neighborhood__14,MSSubClass__15,BldgType__2,SaleType__1,SalePrice,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.771443882099636,-2.287422609320559,-0.30430304621864485,0.20606198215322713,0.41025291188371726,-0.46806702099328995,0.09732792568665018,0.2169046023053052,0.853766110432193,0.12146214850988984,0.11822462800406867,-0.47321014913205717,0.45978863202319614,0.16545919185161997,-1.0221715998618537,0.5394294865519464,0.36502992776531157,0.23277505026476125
12,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75130259456002,6.806166031307523,1.1282112104336681,0.20539081313138702,-0.9532570262263644,-0.9510331905536352,-0.5543768024181288,0.9693892325362552,-0.6065670965083555,0.2913545212318867,0.7569280521271725,-0.8097129578044391,0.23529413625661996,-0.508268174525303,0.3234651422514917,-0.9882488226788217,-0.7430494821964999,-0.5729459876322887
13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.87757552297847,-3.2798495538374897,-0.6766839220079174,0.04409513497644401,0.7525904405494998,0.6840367319047714,0.42741912906997087,0.2049200852926016,0.4963918968649389,-0.3042579931557476,0.012852154444073876,-0.2561645601336536,0.3012179346477765,0.14881774523653726,0.8098144096823034,-0.23390133560328114,0.047173428855462114,0.14798994408705557
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.540761149388421,3.357421164795553,-0.7385825723315058,0.6273776299259449,-0.04228027127367982,0.9097861215374908,0.2283894884023867,1.044036975835353,0.3245673650650133,0.2286399312546457,-0.9263418974308929,-0.2059893438869464,-0.5704875353069092,-0.3041212061825296,-0.5327700514214725,-0.015822356333397108,-0.17987881343603104,0.48826384209111806
15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.964007453736913,-1.8858128578050088,0.42985162930638054,0.4229885530168516,1.8142715855516425,0.6719831971232012,-0.34993238271364774,-1.5517021246701637,-1.628972439892404,-0.05613947901475512,-0.18231413065682378,-1.3042049599701486,0.2960310178542605,0.02041826984612888,0.5953961295401373,0.09444372075052973,0.29345885262388366,-0.38444134881312053
16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,11.790564777297387,-2.4321721263489,-1.8116953701571519,-1.5171739106431044,-1.0376092326457647,-0.04552523094374404,0.11372667840303656,0.8576013319282796,-0.04752838430206682,0.8332035793707899,0.054541816905935576,-0.6518190266371781,-1.143129696493051,0.9560178780400499,0.46949852504485695,0.3423148032437957,0.30943109097849697,1.3611565614037338
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,11.91170829631447,-1.690051034688556,-0.6544117399948794,-0.8599647182668855,0.356241911453867,0.7087192287972512,1.2306701852316537,-1.4971932219595951,-0.195810889355131,-0.13025697092998284,0.0978109245785959,-1.4367537377396882,-0.310828300921601,0.5012364815740419,-0.6158343457923025,0.1348298923695889,0.07248037563317782,1.09179973857246
18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.407576060361786,-2.698843726021752,-0.6641362479028929,0.8151538894388685,1.0517815038309497,0.4798200327290135,-0.8315924346075028,1.1682276793458215,0.42291365836333433,0.11788175506907003,-0.36929762694981516,0.22579725936374986,0.322788924736416,-0.4045342714844784,0.5404263233306051,-0.27640104616312633,-0.23628869751650175,0.3404329706162614
19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.976665770490769,-0.1295412417664937,-1.3255129820317868,0.17945287866917764,0.20533593910203568,-1.0313265136605585,-0.2260601710549561,-0.14837700505957704,1.4952209907378788,0.779308456812204,-0.05878580824596195,-0.34578368773832235,0.5925601266110452,0.47538221750374826,-0.17041983119321527,-0.00254846049532113,0.040696958500031265,0.6198034305989861
20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.842236406331557,-2.7593284036499135,0.6835582372948424,-0.1915905141067185,0.351446825431323,-0.5057704467449569,0.7442728260854583,-0.006702819386196007,0.5129385542224172,-0.7580177948686964,-0.17724656024494911,0.004698704065614437,-0.49068590340645263,0.02692777866281435,0.4370499240356019,0.16171839326045506,0.234370013690918,-0.6114705375997204
21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12.692506186542175,5.754435620243044,1.0825997303561274,0.6924527359075499,0.08680313464856641,0.27760344653422286,-0.788985993266821,1.117245004641328,0.2604433275947748,0.3205853317045409,-0.9508258309860417,0.4169520222355939,-0.2720999261209471,-0.08447171802691435,-0.42234550230056955,-0.4954172417364552,-0.6299903567630086,0.6318202717958964
22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,11.84510995088398,-2.6221308363396174,0.43673540571835867,-1.2236822880165747,-1.1398872709848915,0.3276627227166688,0.7099265735914295,1.5885665508089617,-0.6625414154847806,-0.10967140186439768,1.4149520421679391,-0.7645281083640966,-0.8683915209436703,0.26911886283688063,-0.8921252478397381,0.39174653920816943,0.1797006799917166,-0.6118399522993803
23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.345838935721968,3.152146038719235,-0.17947584637064426,0.2618294509650492,-0.6417761520936655,-0.5446553492025207,0.8214357860518607,0.5908489924118926,-0.1856622286000522,-0.33178274671134844,0.18691413210365476,-0.929804286325895,0.2556477740591712,0.12910852855717364,-0.2562683949227863,-0.19137515317334194,0.012921387926897298,-0.4684036905087465
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11.774527900858464,-1.7699910259789131,-0.42322684535786953,-0.4193363184500684,0.5502564184562337,-0.4935400566795639,-0.832024232231688,-0.2183563995958747,-1.0906455892946894,-0.06972839082471198,0.42299097152686427,0.05956761703944202,-0.3673590596958026,-0.12225022854747279,1.0407549177927526,-0.5996402912421237,-0.6143643607974686,0.7101652715200831
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.944714374881176,-1.2952531399361067,-0.545319235099749,-3.32643639853402,-0.781433210815967,0.439017465316257,0.5297843417702089,-1.9710573135832534,0.25138503178530014,0.7738700737632009,-0.22116084236932293,0.2900902432930617,-0.12015472718185073,-0.30072427469470664,-0.9662127766928201,-0.45226510435431094,-0.06288541348423131,-0.2946310408098467
