Id,GrLivArea,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,YrSold,SalePrice,RoofStyle__1,RoofStyle__2,RoofStyle__3,RoofStyle__4,GarageFinish__1,GarageFinish__2,GarageFinish__3,SaleType__1,SaleType__2,SaleType__3,SaleType__4,SaleType__5,SaleType__6,SaleType__7,BldgType__1,BldgType__2,BldgType__3,MasVnrType__1,MasVnrType__2,MasVnrType__3,MasVnrType__4,MoSold__1,MoSold__2,MoSold__3,MoSold__4,MoSold__5,MoSold__6,MoSold__7,MoSold__8,MoSold__9,MoSold__10,MoSold__11,GarageType__1,GarageType__2,GarageType__3,GarageType__4,GarageType__5,GarageType__6,LotConfig__1,LotConfig__2,LotConfig__3,LotConfig__4,Exterior2nd__1,Exterior2nd__2,Exterior2nd__3,Exterior2nd__4,Exterior2nd__5,Exterior2nd__6,Exterior2nd__7,Exterior2nd__8,Exterior2nd__9,Exterior2nd__10,Exterior2nd__11,Exterior2nd__12,Exterior2nd__13,Exterior2nd__14,Fence__1,Fence__2,Fence__3,LotShape__1,LotShape__2,LotShape__3,SaleCondition__1,SaleCondition__2,SaleCondition__3,SaleCondition__4,Foundation__1,Foundation__2,Foundation__3,Foundation__4,Foundation__5,HouseStyle__1,HouseStyle__2,HouseStyle__3,HouseStyle__4,HouseStyle__5,HouseStyle__6,Neighborhood__1,Neighborhood__2,Neighborhood__3,Neighborhood__4,Neighborhood__5,Neighborhood__6,Neighborhood__7,Neighborhood__8,Neighborhood__9,Neighborhood__10,Neighborhood__11,Neighborhood__13,Neighborhood__14,Neighborhood__15,Neighborhood__16,Neighborhood__18,Neighborhood__20,Neighborhood__21,Neighborhood__22,Neighborhood__23,BsmtFinType1__1,BsmtFinType1__2,BsmtFinType1__3,BsmtFinType1__4,BsmtFinType1__5,BsmtFinType1__6,Exterior1st__1,Exterior1st__2,Exterior1st__3,Exterior1st__4,Exterior1st__5,Exterior1st__6,Exterior1st__7,Exterior1st__8,Exterior1st__9,Exterior1st__10,Exterior1st__11,Exterior1st__12,Electrical__1,Electrical__2,Electrical__3,Condition1__1,Condition1__2,Condition1__3,Condition1__4,Condition1__5,Condition1__6,Condition1__7,Condition1__8,MSZoning__1,MSZoning__2,MSZoning__3,MSZoning__4,MSSubClass__1,MSSubClass__2,MSSubClass__3,MSSubClass__4,MSSubClass__5,MSSubClass__6,MSSubClass__7,MSSubClass__8,MSSubClass__9,MSSubClass__10,MSSubClass__11,MSSubClass__12,MSSubClass__13,MSSubClass__14
437,-0.6908244990518521,-1.5514986496103529,-1.237620182775373,0.10827842138971756,2.1569512702011537,-1.6719845987498898,-1.595434139623635,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-1.672239001618644,0.13485938353624233,-0.5329522606623641,-0.955061286661983,-1.130786486125117,-1.1654796450867373,0.19644336920730585,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,-1.047334162167881,-0.7002871898924146,-0.12579712268583607,-0.8511082254158157,-0.8763701364780554,0.5406940278470616,0.5086231092837995,0.02354093708016785,0.2863951956610853,0.2836329944327664,-1.3930609593255154,11.661354090741,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
439,-1.8167190956444543,-1.5514986496103529,-1.2692579496587644,-0.7088537648742979,0.35144262859288555,-1.907731100944316,0.8893937690048063,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-1.5763241008549291,-1.130786486125117,-1.3061953948475389,-0.8000515298126518,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,-1.047334162167881,0.9486448560751894,-1.6097146378634202,0.811426330661702,1.3951812572730644,0.5406940278470616,-0.931882899526961,-0.4431746187536079,1.6094756623083042,0.2836329944327664,-0.6364364329148839,11.411457364027743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,-0.48370237986736403,0.06754014925299448,0.8594364654787526,0.10827842138971756,2.1569512702011537,-1.6719845987498898,0.7938234648267893,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,-1.6461639968608706,0.4788242966888426,-0.8475350303593576,-0.09387661394246234,-1.3413743322877392,0.5286083355472918,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,0.29497702668652337,0.9486448560751894,0.6161616349029561,-0.8511082254158157,-0.8763701364780554,1.166670717777286,0.5086231092837995,0.4902564929139436,0.2863951956610853,0.2836329944327664,0.8768126199063789,11.608244735642321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,0.1642180955302656,1.5666501482005382,0.7945790433678003,-1.5259859511383134,-1.4540660130153829,-0.4932520877777591,-1.3565083791785923,1.4763141971590232,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,1.4105163519957733,-1.130786486125117,1.318153338191409,-0.8000515298126518,-0.7818702147698637,-0.25135265844614885,0.9913025177738604,-0.7240360600768456,1.6372882155409283,-2.3492192358600192,1.358120392491748,-0.8511082254158157,-0.8763701364780554,0.06103579553407412,-2.372388908337721,-2.310036842088711,-3.6828462042805703,-3.677448479542075,0.12018809349574755,11.678448377988165,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,0.517387862857662,-0.8319258501155318,-0.7525077572300385,-0.7088537648742979,1.2541969493970198,-1.335203881329281,0.4115422481147215,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,0.3292801080638191,-1.130786486125117,0.2205704900571574,0.35474073597870537,-0.7818702147698637,-0.25135265844614885,0.9913025177738604,-0.7240360600768456,0.29497702668652337,-0.7002871898924146,1.358120392491748,0.811426330661702,1.3951812572730644,-1.9632127318738364,0.5086231092837995,-0.40074593185962826,0.2863951956610853,0.2836329944327664,0.12018809349574755,12.000897933306716,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
445,1.4069508106371944,0.2474333491266997,-0.0907511332524353,0.9254106076537328,-0.5513116922112486,0.8201927101626151,0.5548977043817469,-0.5768168592750915,1.3502273028219047,2.6175599727179484,0.7166738578365618,0.13485938353624233,-0.5329522606623641,-0.15757488575084538,0.9430332582401921,-0.4654187900267499,1.7301112997302095,1.1890266959052078,-0.25135265844614885,0.9913025177738604,1.2890161435693042,1.6372882155409283,0.9486448560751894,1.358120392491748,0.811426330661702,0.8272934088352843,0.7076211451617881,0.5086231092837995,0.3046309877527828,0.2863951956610853,0.2836329944327664,0.12018809349574755,12.25486757159303,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
446,0.8254156298499777,0.42732654900040495,0.20057997013212706,0.10827842138971756,-0.5513116922112486,-0.4595740160356982,-1.308723227089584,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,1.3985689901843703,-2.1676963583077717,2.1941088804523985,-0.8000515298126518,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,0.29497702668652337,-0.7002871898924146,0.6161616349029561,0.811426330661702,1.3951812572730644,-0.878186469328114,0.5086231092837995,0.2356843715500659,0.2863951956610853,0.2836329944327664,0.8768126199063789,11.755879486687114,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
448,1.348531751380031,-0.05238865066280903,0.5588776800865345,0.9254106076537328,-0.5513116922112486,0.9549049971308586,0.7460383127377809,-0.5768168592750915,1.3502273028219047,-0.22456278586320144,0.7166738578365618,0.13485938353624233,-0.5329522606623641,-0.11277227895808488,-0.09387661394246234,-0.3845072339142889,1.6133345537513082,-0.7818702147698637,-0.25135265844614885,0.9913025177738604,1.2890161435693042,1.6372882155409283,0.9486448560751894,2.842037907669332,0.811426330661702,0.8272934088352843,0.8745482624765146,0.5086231092837995,-0.024191335675559214,0.2863951956610853,0.2836329944327664,-1.3930609593255154,12.205577522977233,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
449,-0.005728258672391339,-0.9518546500313352,-0.13029834185667455,0.10827842138971756,0.35144262859288555,-1.0994573791348548,-1.595434139623635,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-0.5607983468856902,-1.130786486125117,-1.0036565328618157,0.7465915947079075,-0.7818702147698637,-0.25135265844614885,0.9913025177738604,-0.7240360600768456,0.29497702668652337,-0.7002871898924146,0.6161616349029561,0.811426330661702,1.3951812572730644,-1.6710902765730649,-0.931882899526961,-1.2599268414627154,0.2863951956610853,0.2836329944327664,-1.3930609593255154,11.691080018519528,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450,-0.5182227330647786,-0.9518546500313352,-0.8157832909968212,-2.3431181374023287,1.2541969493970198,-0.7289985899721853,0.8893937690048063,-0.5768168592750915,-0.626310254923413,2.6175599727179484,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-0.9520744462091322,0.9430332582401921,-1.358963801007839,0.5078480251510427,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,1.2890161435693042,-1.047334162167881,-0.7002871898924146,-0.12579712268583607,-0.8511082254158157,-0.8763701364780554,0.16510801388892682,-0.931882899526961,-0.6765323966704957,0.2863951956610853,0.2836329944327664,-0.6364364329148839,11.695255355062795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,-1.5007250932988891,0.2474333491266997,-0.8990960771230853,0.10827842138971756,2.1569512702011537,-1.335203881329281,1.0327492252718318,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-0.46223261194161697,0.9430332582401921,-0.8875660393091543,-0.8000515298126518,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,-1.047334162167881,0.9486448560751894,-0.8677558802746281,-0.8511082254158157,-0.8763701364780554,-1.879749173216473,-0.931882899526961,-0.8780686594168989,-1.0366852709861334,-1.036727496892181,-1.3930609593255154,11.608244735642321,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0.5625298631927428,0.5472553489162084,-0.024839118912036585,1.7425427939177485,-0.5513116922112486,1.2916857145514673,1.1761046815388572,-0.5768168592750915,1.3502273028219047,-0.22456278586320144,0.7166738578365618,0.13485938353624233,-0.5329522606623641,-0.5966404323198986,0.9430332582401921,-0.9825491703976954,1.2863596650103846,-0.7818702147698637,-0.25135265844614885,0.9913025177738604,1.2890161435693042,0.29497702668652337,0.9486448560751894,-0.12579712268583607,-0.8511082254158157,-0.8763701364780554,1.2918660557633308,0.5086231092837995,1.2751872004525664,0.2863951956610853,0.2836329944327664,0.8768126199063789,12.25486757159303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
456,-0.3615534377842043,0.8470773487057172,0.13334971550492036,0.9254106076537328,0.35144262859288555,0.11295320357933668,-0.4963756415764396,1.8565236520542296,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,0.8191219423313343,-2.1676963583077717,0.6216103768754416,-0.8000515298126518,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,1.2890161435693042,0.29497702668652337,-0.7002871898924146,-0.12579712268583607,0.811426330661702,0.8272934088352843,-0.16874622074052625,0.5086231092837995,0.4902564929139436,0.2863951956610853,0.2836329944327664,-0.6364364329148839,12.075400019877524,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
457,-0.0907014357737198,-1.9112850493577636,-1.1925363649665404,-0.7088537648742979,-0.5513116922112486,-1.8066968857181327,-1.595434139623635,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-1.0267454575303998,-2.1676963583077717,-1.552447956928941,1.0683764058497691,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,1.6372882155409283,-0.7002871898924146,0.6161616349029561,-0.8511082254158157,-0.8763701364780554,-2.5474576424753788,1.9491291180945602,0.4107027049877318,-1.0366852709861334,-1.036727496892181,0.12018809349574755,11.492732961682279,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,0.7643411588083979,-0.3522106504523178,-1.0530665426222567,1.7425427939177485,1.2541969493970198,-1.5035942400395854,0.6026828564707554,-0.5768168592750915,-0.626310254923413,2.6175599727179484,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-1.1342717138330252,-2.1676963583077717,-0.8172081644287537,1.3616157901967876,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,0.29497702668652337,0.9486448560751894,0.6161616349029561,0.811426330661702,1.3951812572730644,-2.1718716285172444,-0.931882899526961,-1.100819265610292,0.2863951956610853,0.2836329944327664,0.12018809349574755,11.989165855127435,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
460,-0.4651144973764484,-0.8319258501155318,-0.5481805127748024,-0.7088537648742979,-1.4540660130153829,-0.6616424464880635,-1.595434139623635,0.6474575854874732,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-0.7728640190380901,-1.130786486125117,-0.30359567780182817,-0.2187628387176765,1.1890266959052078,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,0.29497702668652337,0.9486448560751894,-0.8677558802746281,0.811426330661702,0.8272934088352843,-1.1285771453002038,-0.931882899526961,-0.4431746187536079,0.2863951956610853,0.2836329944327664,0.8768126199063789,11.608244735642321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461,1.4786469288164403,0.5472553489162084,-0.2874325840441851,1.7425427939177485,-0.5513116922112486,1.325363786293528,1.2238898336278656,0.2596439414943627,1.3502273028219047,-0.22456278586320144,0.7166738578365618,0.13485938353624233,-0.5329522606623641,-0.4054826433374537,0.9430332582401921,-0.8207260581727737,2.0622762660701954,1.1890266959052078,-0.25135265844614885,0.9913025177738604,1.2890161435693042,0.29497702668652337,-0.7002871898924146,1.358120392491748,-0.8511082254158157,-0.8763701364780554,1.3335978350920126,0.5086231092837995,0.6175425535958824,0.2863951956610853,0.2836329944327664,0.8768126199063789,12.481565733211925,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
462,-0.6456824987167713,-0.3522106504523178,-0.4994056221629074,0.9254106076537328,3.0597055910052884,-1.1331354508769158,1.1283195294498487,-0.5768168592750915,1.3502273028219047,2.6175599727179484,0.7166738578365618,1.9158827639333555,-0.5329522606623641,-1.2179032465128448,0.9430332582401921,-1.7248247503859233,0.6531701979247865,1.1890266959052078,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,0.29497702668652337,0.9486448560751894,-0.12579712268583607,-0.8511082254158157,-0.8763701364780554,-0.2522097793978895,0.5086231092837995,0.7448286142778212,0.2863951956610853,0.2836329944327664,0.8768126199063789,11.951186847493474,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
463,-1.3652990922936468,-0.3522106504523178,-0.2144020721550233,-0.7088537648742979,-0.5513116922112486,-0.1564713703571503,-0.8786568582885075,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-0.30990374884623123,-0.09387661394246234,-0.7081534583641325,-0.8000515298126518,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,-0.7240360600768456,0.29497702668652337,-0.7002871898924146,-0.8677558802746281,0.811426330661702,-0.3084822880402755,-0.5026004553699793,-0.931882899526961,-0.40074593185962826,0.2863951956610853,0.2836329944327664,0.8768126199063789,11.041064111222381,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
464,0.7484086881018988,0.4872909489583067,0.7629412764844089,0.10827842138971756,1.2541969493970198,-1.2004915943610377,0.5548977043817469,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,-0.477782571891041,0.13485938353624233,-0.5329522606623641,-0.7549429763209858,-2.1676963583077717,-0.760921864524433,1.3045249366071026,-0.7818702147698637,-0.25135265844614885,-0.9235346191025152,1.2890161435693042,0.29497702668652337,-0.7002871898924146,-0.12579712268583607,0.811426330661702,1.3951812572730644,-1.5876267179157018,-0.931882899526961,-1.0371762352693223,0.2863951956610853,0.2836329944327664,0.12018809349574755,12.147919030759663,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
