Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,CarCapacity
11,20,RL,0.02664194368455002,0.1384648137024872,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7730950355661087,-0.5072951451971087,-0.20782016719640253,-0.92118221374054,Hip,CompShg,HdBoard,HdBoard,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Rec,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,No Fence,No Shed,2,0.15747704540376914,WD,Normal,11.771443882099636,-0.5919892494310323,-0.2688159335784454,-0.8082701090392601
12,60,RL,0.7339673559833136,0.2316900214966653,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.0715044896209864,-0.5072951451971087,1.1129526929239262,1.0413406977310733,Hip,CompShg,WdShing,Wd Shng,Stone,1.0393841194336957,2.7710916703252106,-0.2301713547281517,PConc,2.0700258811381578,-0.0097190399646904,-0.6480119204930016,GLQ,GasA,0.8864324854613885,Y,SBrkr,1.3849744755426652,2.2541346702603136,Typ,2.179779846245949,1.015652666408314,BuiltIn,Fin,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,7,-1.3630629029319592,New,Partial,12.75130259456002,1.224864923155912,2.209815725914825,1.6665096274434856
13,20,RL,0.1209519986577185,0.3661197410230769,Pave,No Alley,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7730950355661087,0.3908667512174447,-0.3068781317054273,-1.0647814511652924,Hip,CompShg,HdBoard,Plywood,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,ALQ,GasA,-1.201481187887084,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,1,0,0,0,1,0,No Fence,No Shed,9,0.15747704540376914,WD,Normal,11.87757552297847,-0.91976561883361,-0.2688159335784454,-0.8516872973986066
14,20,RL,1.016897520902819,0.06790208736103748,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6492047270274389,-0.5072951451971087,1.1459720144269347,1.0892071102059908,Gable,CompShg,VinylSd,VinylSd,Stone,1.1517293529398982,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,1.2910327188036244,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,8,-0.6027929287640951,New,Partial,12.540761149388421,0.5705925607937354,-0.2688159335784454,2.089827213947113
15,20,RL,0.16810702614430273,0.10241086593678296,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.061945154269334876,-0.5072951451971087,-0.3729167747114437,-1.1605142761151277,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.6237067554607459,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,BLQ,GasA,-1.201481187887084,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Typ,0.6275849667213612,-2.627218319016288,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,1,0,0,0,GdWo,No Shed,5,0.15747704540376914,WD,Normal,11.964007453736913,-0.046548884722055386,0.35084198129487204,-0.8516872973986066
16,45,RM,-0.8693035785605504,-0.5156568100467184,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,0.6492047270274389,2.187190544046552,-1.396515741304699,0.8020086353564864,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,BrkTil,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,FuseA,-1.045711994925232,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,GdPrv,No Shed,7,-0.6027929287640951,WD,Normal,11.790564777297387,-1.096457567964687,-1.5081317633250804,0.23374241158505396
17,20,RL,0.16810702614430273,0.14374414176817962,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.061945154269334876,1.2890286476319983,-0.04272355968136144,-0.6818501513659533,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.4439543818508219,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,ALQ,GasA,0.8864324854613885,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Typ,0.6275849667213612,-0.8057828263039871,Attchd,Fin,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,No Fence,Shed,3,1.6780169937394978,WD,Normal,11.91170829631447,-0.6841763533255073,-0.2688159335784454,-0.026760718571024567
18,90,RL,0.1209519986577185,0.08580029714472638,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,-1.4842449168628824,-0.5072951451971087,-0.14178152419038614,-0.8254493887907055,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,Slab,0.001629572008344983,-9.988735831988287e-06,0.0023232836983059424,No Basement,GasA,-1.201481187887084,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,CarPort,Unf,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,No Fence,Shed,10,-1.3630629029319592,WD,Normal,11.407576060361786,-1.5958043807264268,-0.2688159335784454,0.07092795523750488
19,20,RL,-0.16197816626178693,0.4597312411147447,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,-0.7730950355661087,-0.5072951451971087,1.0799333714209185,0.9456078727812384,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,PConc,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,GLQ,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,6,0.15747704540376914,WD,Normal,11.976665770490769,-0.4024935358701671,0.35084198129487204,0.23374241158505396
20,20,RL,0.02664194368455002,-0.3302365072516679,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661087,0.3908667512174447,-0.43895541771746016,-0.92118221374054,Hip,CompShg,BrkFace,Plywood,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,LwQ,GasA,-1.201481187887084,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Min1,-0.9246099128032264,0.0010438362450241974,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,0,0,0,0,0,MnPrv,No Shed,5,0.9177470195716332,COD,Abnorml,11.842236406331557,-0.22324083385313245,-1.5081317633250804,-0.930380951299922
21,60,RL,1.4884477957686613,0.5266885726796239,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1.3603546083242128,-0.5072951451971087,1.1129526929239262,1.0413406977310733,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.5674067169128476,1.0437502187073582,-0.2301713547281517,PConc,2.0700258811381578,-0.0097190399646904,1.2910327188036244,Unf,GasA,0.8864324854613885,Y,SBrkr,1.3849744755426652,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,BuiltIn,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,11,-1.3630629029319592,New,Partial,12.692506186542175,1.2696780986601708,1.5901578110415069,2.142741912260067
22,45,RM,-0.586373413641045,-0.3445293222587864,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,0.6492047270274389,1.2890286476319983,-1.3634964198016903,-1.6391784008643016,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,PConc,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,FuseF,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,Unf,0.15350177661026865,0.12758014784646926,N,0,0,1,0,0,0,GdPrv,No Shed,6,-0.6027929287640951,WD,Normal,11.84510995088398,-1.0209153578289367,-1.5081317633250804,-0.949375971207136
23,20,RL,0.26241708111747114,-0.049273242877501316,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.3603546083242128,-0.5072951451971087,1.0138947284149018,0.8498750478314037,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.011297811057145,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,9,0.15747704540376914,WD,Normal,12.345838935721968,1.318332403493366,-0.2688159335784454,0.1197722921417696
24,120,RM,-1.1993887709666404,-0.7597935420602013,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,-0.7730950355661087,1.2890286476319983,0.1553923693366879,-0.3946516765164488,Gable,CompShg,CemntBd,CmentBd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,GLQ,GasA,-1.201481187887084,Y,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,0.6275849667213612,-0.8057828263039871,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,6,-0.6027929287640951,WD,Normal,11.774527900858464,-0.5663817205714561,-0.2688159335784454,0.22288811449521734
25,20,RL,0.1209519986577185,-0.24190433522569255,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7730950355661087,2.187190544046552,-0.10876220268737788,0.8020086353564864,Gable,CompShg,Plywood,Plywood,None,-0.5671527197050009,-0.6835912329104947,2.4545473268210105,CBlock,-0.8366880209714778,-0.0097190399646904,0.3215103991553114,Rec,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,-0.8057828263039871,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,MnPrv,No Shed,5,1.6780169937394978,WD,Normal,11.944714374881176,-0.5407741917118796,-0.2688159335784454,-0.9629438425694316
26,20,RL,1.9128430431479189,0.5286200341670724,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.3603546083242128,-0.5072951451971087,1.1789913359299429,1.0892071102059908,Gable,CompShg,VinylSd,VinylSd,Stone,3.0278947524934807,1.0437502187073582,-0.2301713547281517,PConc,0.61666893008334,-0.0097190399646904,-0.6480119204930016,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,7,0.9177470195716332,WD,Normal,12.454107814022276,0.7984995676439653,-0.2688159335784454,2.29334528438155
27,20,RL,-0.4449083311812925,-0.3765915829504306,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661087,1.2890286476319983,-0.6700906682385177,0.7541422228815688,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,0.3215103991553114,BLQ,GasA,-1.201481187887084,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,5,1.6780169937394978,WD,Normal,11.811554895830454,-0.9504946534651016,-0.8884738484517628,0.23374241158505396
28,20,RL,1.3469827133089087,0.17426123326986498,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,1.3603546083242128,-0.5072951451971087,1.1789913359299429,1.1370735226809079,Gable,CompShg,VinylSd,VinylSd,Stone,0.5562996153570244,1.0437502187073582,-0.2301713547281517,PConc,2.0700258811381578,-0.0097190399646904,-0.6480119204930016,GLQ,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,5,1.6780169937394978,WD,Normal,12.631343648903036,1.1083506668448395,0.9704998961681895,1.81304263815628
29,20,RL,-1.0579236885068872,0.7978657655173852,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661087,0.3908667512174447,-0.4719747392204683,0.6105429854568166,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,2.2605550384519373,BLQ,GasA,-1.201481187887084,Y,SBrkr,-1.045711994925232,-0.7710975407421293,Typ,2.179779846245949,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,12,-1.3630629029319592,WD,Normal,12.242891437918384,0.693508699319702,-0.2688159335784454,-0.8964612728941824
30,30,RM,-0.4449083311812925,-0.4893889338174196,Pave,No Alley,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,-1.4842449168628824,0.3908667512174447,-1.4625543843107152,-1.6391784008643016,Gable,CompShg,MetalSd,MetalSd,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,BrkTil,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Unf,GasA,-2.2454380245613206,N,SBrkr,-2.26105523015918,-2.283713646243351,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,-3.916012474989696,0.12758014784646926,Y,1,0,1,0,0,0,No Fence,No Shed,5,0.15747704540376914,WD,Normal,11.134603622683905,-1.923580750129004,-1.5081317633250804,-1.0036474566563192
31,70,C (all),-0.9164586060471348,-0.2091982540382323,Pave,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,-1.4842449168628824,-1.4054570416116623,-1.6936896348317727,-1.6391784008643016,Gambrel,CompShg,BrkFace,BrkFace,None,-0.5671527197050009,-0.6835912329104947,-2.914890036277315,BrkTil,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Unf,GasA,-1.201481187887084,N,SBrkr,0.16963124030871665,-0.7710975407421293,Typ,-0.9246099128032264,0.0010438362450241974,Detchd,Unf,0.15350177661026865,-4.2151274540806325,N,0,1,1,0,0,0,MnPrv,No Shed,7,0.15747704540376914,WD,Normal,10.59665973278358,-0.7379521639306177,-1.5081317633250804,-0.9900795852940232
32,20,RL,0.1209519986577185,-0.20353263367505028,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7730950355661087,0.3908667512174447,-0.17480084569339435,1.0413406977310733,Gable,CompShg,HdBoard,HdBoard,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Unf,GasA,-0.15752435121284789,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,Unf,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,MnPrv,No Shed,6,0.15747704540376914,WD,Normal,11.914054519303123,-0.11056770687099636,-0.8884738484517628,-0.961587055433202
33,20,RL,0.7339673559833136,0.11902143472883955,Pave,No Alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1.3603546083242128,-0.5072951451971087,1.1789913359299429,1.0892071102059908,Gable,CompShg,VinylSd,VinylSd,None,-0.5671527197050009,1.0437502187073582,-0.2301713547281517,PConc,2.0700258811381578,-0.0097190399646904,1.2910327188036244,Unf,GasA,0.8864324854613885,Y,SBrkr,0.16963124030871665,0.7415185647590924,Typ,-0.9246099128032264,0.0010438362450241974,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,1,0.15747704540376914,WD,Normal,12.100161978566868,-0.09520318955525052,-0.2688159335784454,-0.01590642148118796
34,20,RL,0.02664194368455002,0.05502567744471453,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7730950355661087,-0.5072951451971087,-0.40593609621445204,-1.2083806885900448,Hip,CompShg,BrkFace,BrkFace,None,-0.5671527197050009,-0.6835912329104947,-0.2301713547281517,CBlock,-0.8366880209714778,-0.0097190399646904,-0.6480119204930016,Rec,GasA,-0.15752435121284789,Y,SBrkr,1.3849744755426652,0.7415185647590924,Typ,0.6275849667213612,1.015652666408314,Attchd,RFn,0.15350177661026865,0.12758014784646926,Y,0,1,0,0,0,0,No Fence,No Shed,4,1.6780169937394978,WD,Normal,12.016732516077072,0.7114339695214055,-0.2688159335784454,-0.11630866956217653
35,120,RL,-0.4449083311812925,-0.3620412397449856,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2.0715044896209864,-0.5072951451971087,1.1129526929239262,0.9934742852561558,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.8146936524212904,2.7710916703252106,-0.2301713547281517,PConc,2.0700258811381578,-0.0097190399646904,-0.6480119204930016,GLQ,GasA,0.8864324854613885,Y,SBrkr,-1.045711994925232,2.2541346702603136,Typ,0.6275849667213612,1.015652666408314,Attchd,Fin,0.15350177661026865,0.12758014784646926,Y,1,1,0,0,0,0,No Fence,No Shed,8,-0.6027929287640951,WD,Normal,12.533579815765734,0.7421630041528973,0.9704998961681895,0.1794709261358709
